atmospheric_rain(mm/s) surface_runoff(mm/s) subsurface_runoff(mm/s) infiltration(mm/s) interception(mm/s) ground_evaporation(mm/s) vegetation_evaporation(mm/s) vegetation_transpiration(mm/s) heat_flux_into_soil(W/m^2)
0.00000e+00 0.00000e+00 1.29095e-05 6.82262e-06 0.00000e+00 2.64417e-06 0.00000e+00 3.13753e-05 1.76380e+00
1.85185e-05 2.89240e-06 1.23628e-05 9.35783e-06 4.18549e-06 3.32186e-06 4.18549e-06 2.16829e-05 -2.21650e+00
8.79630e-05 1.65560e-05 1.19486e-05 6.25264e-05 1.98934e-05 3.21627e-06 5.77619e-06 2.09218e-05 -2.09203e+00
1.73611e-04 3.18174e-05 1.16391e-05 1.11722e-04 3.92876e-05 2.65839e-06 1.50006e-05 1.87120e-05 2.28861e-01
0.00000e+00 0.00000e+00 1.14121e-05 7.95646e-06 0.00000e+00 2.71242e-06 6.72233e-27 2.81600e-05 1.85724e+00
0.00000e+00 0.00000e+00 1.12646e-05 -1.41325e-06 0.00000e+00 2.81661e-06 3.91654e-24 2.72517e-05 7.32323e-01
0.00000e+00 0.00000e+00 1.11916e-05 -2.49798e-06 0.00000e+00 2.61168e-06 5.37786e-26 2.91294e-05 1.88445e+00
0.00000e+00 0.00000e+00 1.11431e-05 -3.02655e-06 0.00000e+00 2.97571e-06 0.00000e+00 2.56886e-05 6.23442e-01
9.25926e-06 1.42927e-06 1.10723e-05 3.08340e-06 2.10168e-06 2.63002e-06 2.10168e-06 2.12761e-05 -7.71367e-01
0.00000e+00 0.00000e+00 1.09557e-05 -2.81929e-06 0.00000e+00 2.80203e-06 -1.34447e-26 3.03002e-05 1.44649e+00
0.00000e+00 0.00000e+00 1.07816e-05 -3.25505e-06 0.00000e+00 3.23802e-06 -2.68893e-26 2.69303e-05 -9.72253e-01
2.54630e-05 3.91036e-06 1.05560e-05 1.30270e-05 5.78981e-06 2.71170e-06 5.78843e-06 2.27460e-05 -9.51048e-01
1.85185e-05 2.83681e-06 1.02920e-05 9.21135e-06 4.21321e-06 2.19048e-06 4.21321e-06 2.56617e-05 1.75106e+00
9.72222e-05 1.79740e-05 9.99983e-06 7.01754e-05 2.21321e-05 2.68882e-06 6.32205e-06 1.87598e-05 -1.68688e+00
1.15741e-05 1.76056e-06 9.69677e-06 4.59221e-06 2.63628e-06 2.45564e-06 2.63628e-06 1.96755e-05 1.41013e+00
0.00000e+00 0.00000e+00 9.40082e-06 -2.86518e-06 0.00000e+00 2.83900e-06 1.27080e-22 2.05005e-05 -1.36408e+00
0.00000e+00 0.00000e+00 9.12352e-06 -3.35606e-06 0.00000e+00 3.33961e-06 -2.68893e-26 2.10584e-05 -4.43925e+00
0.00000e+00 0.00000e+00 8.86381e-06 -2.82181e-06 0.00000e+00 2.81487e-06 1.22191e-23 2.07304e-05 -9.97657e-01
2.77778e-05 4.17516e-06 8.61527e-06 1.46519e-05 6.34130e-06 2.48897e-06 6.33603e-06 2.47254e-05 2.78373e+00
0.00000e+00 0.00000e+00 8.37058e-06 -3.52659e-06 0.00000e+00 3.51040e-06 1.27050e-22 2.46270e-05 -2.72538e+00
4.62963e-06 6.91077e-07 8.12663e-06 4.26403e-07 1.05805e-06 2.38765e-06 1.05805e-06 2.57509e-05 2.26994e+00
4.62963e-06 6.89208e-07 7.88355e-06 -6.91378e-07 1.05862e-06 3.56182e-06 1.05862e-06 2.39432e-05 -3.42771e+00
0.00000e+00 0.00000e+00 7.64213e-06 -2.84399e-06 0.00000e+00 2.79783e-06 0.00000e+00 3.46726e-05 2.41814e+00
0.00000e+00 0.00000e+00 7.39930e-06 -2.20279e-06 0.00000e+00 2.12806e-06 0.00000e+00 3.29605e-05 2.11935e+00
0.00000e+00 0.00000e+00 7.15590e-06 -2.06299e-06 0.00000e+00 1.96576e-06 0.00000e+00 2.82131e-05 2.01350e+00
1.38889e-05 2.03905e-06 6.91502e-06 5.54929e-06 3.18268e-06 3.05607e-06 3.18268e-06 2.64490e-05 -7.04741e-01
3.47222e-05 5.07747e-06 6.67856e-06 1.90014e-05 7.96089e-06 2.60730e-06 7.96089e-06 2.37201e-05 -3.08557e-01
1.04167e-04 1.84396e-05 6.44791e-06 7.60551e-05 2.39012e-05 2.93573e-06 7.43080e-07 2.77042e-05 -5.39693e-01
4.16667e-05 6.42846e-06 6.22346e-06 2.57291e-05 9.56303e-06 1.90925e-06 1.33906e-05 2.38557e-05 4.94421e-01
4.86111e-05 7.03300e-06 6.00783e-06 2.82478e-05 1.11626e-05 2.10834e-06 1.11535e-05 2.50366e-05 1.01445e+00
0.00000e+00 0.00000e+00 5.80450e-06 -2.80554e-06 0.00000e+00 2.69936e-06 0.00000e+00 2.69756e-05 -4.52227e-01
0.00000e+00 0.00000e+00 5.61611e-06 -2.22975e-06 0.00000e+00 2.19287e-06 0.00000e+00 2.33690e-05 -1.68176e+00
6.94444e-06 9.94542e-07 5.44350e-06 1.48026e-06 1.59656e-06 2.78151e-06 1.59656e-06 2.97261e-05 1.70771e+00
1.85185e-05 2.64366e-06 5.28373e-06 9.54213e-06 4.25822e-06 1.99085e-06 4.25822e-06 2.44781e-05 1.92119e-01
6.71296e-05 9.90396e-06 5.13435e-06 4.19211e-05 1.54387e-05 1.71209e-06 1.34362e-05 2.52196e-05 9.52048e-01
0.00000e+00 0.00000e+00 4.99293e-06 -2.48800e-06 0.00000e+00 2.38588e-06 9.94253e-08 3.08864e-05 1.29549e+00
2.31481e-06 3.27803e-07 4.85732e-06 -1.30577e-06 5.32549e-07 2.74653e-06 5.32549e-07 2.58244e-05 -2.59130e+00
0.00000e+00 0.00000e+00 4.72746e-06 -2.91266e-06 0.00000e+00 2.85149e-06 0.00000e+00 3.53677e-05 2.17683e+00
0.00000e+00 0.00000e+00 4.60203e-06 -2.99834e-06 0.00000e+00 2.94720e-06 1.27050e-22 2.71123e-05 -6.92256e-01
0.00000e+00 0.00000e+00 4.48097e-06 -1.85945e-06 0.00000e+00 1.77677e-06 1.21922e-23 2.96563e-05 2.68135e+00
4.62963e-06 6.48095e-07 4.36352e-06 4.83203e-07 1.06582e-06 2.41625e-06 1.06582e-06 3.29502e-05 4.22650e-01
0.00000e+00 0.00000e+00 4.24854e-06 -1.97701e-06 0.00000e+00 1.93005e-06 3.81005e-25 3.05194e-05 1.22934e+00
0.00000e+00 0.00000e+00 4.13586e-06 -2.97538e-06 0.00000e+00 2.90110e-06 0.00000e+00 2.39892e-05 -2.07726e+00
1.92130e-04 3.26236e-05 4.02603e-06 1.06574e-04 4.42535e-05 2.78597e-06 1.13139e-05 2.07171e-05 -1.71607e+00
2.31481e-06 3.21040e-07 3.91934e-06 3.19973e-05 5.33264e-07 2.19334e-06 5.33264e-07 3.71183e-05 3.67594e+00
5.85648e-04 1.01720e-04 3.81465e-06 1.71355e-04 1.34938e-04 1.90110e-06 1.86395e-05 2.98064e-05 2.54012e+00
3.00926e-04 5.10220e-05 3.71336e-06 3.60519e-04 6.93474e-05 2.33740e-06 9.77821e-06 2.67083e-05 -3.19291e-01
6.25000e-05 8.58503e-06 3.62057e-06 1.68885e-04 1.44054e-05 1.61438e-06 2.01313e-05 1.73715e-05 -1.91729e+00
1.13426e-04 1.86871e-05 3.55888e-06 1.14563e-04 2.61474e-05 1.96054e-06 8.78003e-06 3.04600e-05 1.89247e+00
7.17593e-05 1.17085e-05 3.55737e-06 5.75803e-05 1.65451e-05 2.89469e-06 6.07700e-06 2.33174e-05 -2.80008e+00
0.00000e+00 0.00000e+00 3.62278e-06 -2.27548e-06 0.00000e+00 2.96502e-06 1.21922e-23 2.67733e-05 -1.56121e+00
9.25926e-06 1.27690e-06 3.74325e-06 3.94418e-06 2.13557e-06 1.84240e-06 2.13557e-06 3.51733e-05 3.61132e+00
0.00000e+00 0.00000e+00 3.89929e-06 -2.57980e-06 0.00000e+00 2.56072e-06 0.00000e+00 3.09401e-05 -6.57937e-01
5.78704e-05 8.83930e-06 4.07317e-06 3.75264e-05 1.33518e-05 2.41820e-06 8.97571e-06 2.37406e-05 2.55060e-01
3.93519e-05 5.50062e-06 4.25075e-06 2.27562e-05 9.08075e-06 1.90537e-06 9.07335e-06 2.80765e-05 2.54524e+00
0.00000e+00 0.00000e+00 4.42131e-06 -2.87791e-06 0.00000e+00 2.76032e-06 1.21922e-23 3.10535e-05 1.66312e+00
0.00000e+00 0.00000e+00 4.57826e-06 -2.28397e-06 0.00000e+00 2.17412e-06 0.00000e+00 3.42330e-05 3.05001e+00
0.00000e+00 0.00000e+00 4.71594e-06 -3.53573e-06 0.00000e+00 3.47930e-06 0.00000e+00 2.67668e-05 -4.20220e+00
0.00000e+00 0.00000e+00 4.83025e-06 -3.42819e-06 0.00000e+00 3.40942e-06 -1.90503e-25 2.41166e-05 -4.59637e+00
7.63889e-05 1.22707e-05 4.91850e-06 5.18743e-05 1.76420e-05 2.42927e-06 9.76292e-06 1.97020e-05 -1.82967e+00
3.00926e-05 4.26739e-06 4.98036e-06 1.64875e-05 6.95104e-06 2.21226e-06 6.95104e-06 2.72967e-05 3.89242e+00
3.93519e-05 5.59360e-06 5.01734e-06 2.19967e-05 9.09132e-06 2.59454e-06 9.04041e-06 2.32210e-05 -5.20283e-01
3.12500e-04 5.54321e-05 5.03514e-06 1.37290e-04 7.22015e-05 2.83803e-06 1.22120e-05 2.39976e-05 1.68187e+00
4.39815e-05 6.30786e-06 5.03926e-06 1.08200e-04 1.01616e-05 3.32580e-06 9.81174e-06 1.90480e-05 -3.94126e+00
4.86111e-05 6.90389e-06 5.04285e-06 4.57582e-05 1.12312e-05 2.54629e-06 1.12158e-05 2.16796e-05 8.37590e-01
0.00000e+00 0.00000e+00 5.06830e-06 6.11000e-07 0.00000e+00 1.95449e-06 0.00000e+00 4.25303e-05 8.33640e+00
9.02778e-05 1.37874e-05 5.12313e-06 5.80843e-05 2.08577e-05 2.86696e-06 1.57288e-05 1.96298e-05 -1.77563e+00
2.31481e-06 3.29617e-07 5.20260e-06 -1.66086e-06 5.34811e-07 3.07277e-06 5.34811e-07 2.51679e-05 -1.05703e+00
0.00000e+00 0.00000e+00 5.29571e-06 -2.17025e-06 0.00000e+00 2.01869e-06 0.00000e+00 3.37878e-05 4.46366e+00
0.00000e+00 0.00000e+00 5.39134e-06 -3.28106e-06 0.00000e+00 3.20403e-06 0.00000e+00 2.53461e-05 -2.68099e+00
0.00000e+00 0.00000e+00 5.47935e-06 -2.93405e-06 0.00000e+00 2.77952e-06 1.26996e-22 2.57175e-05 2.35570e-01
1.66667e-04 2.80978e-05 5.55066e-06 1.19825e-04 3.85055e-05 2.79418e-06 1.59121e-05 1.90157e-05 -2.67782e+00
0.00000e+00 0.00000e+00 5.60190e-06 -2.34222e-06 0.00000e+00 2.20428e-06 0.00000e+00 2.79046e-05 1.54026e+00
8.10185e-05 1.32262e-05 5.63851e-06 5.52187e-05 1.87177e-05 2.28817e-06 1.01699e-05 1.97278e-05 7.61318e-01
1.62037e-05 2.32776e-06 5.67035e-06 7.02131e-06 3.74352e-06 2.99229e-06 3.74352e-06 2.55897e-05 -9.89111e-02
0.00000e+00 0.00000e+00 5.70048e-06 -2.27330e-06 0.00000e+00 2.11973e-06 0.00000e+00 3.22540e-05 3.99254e+00
0.00000e+00 0.00000e+00 5.72669e-06 -2.00232e-06 0.00000e+00 1.92726e-06 0.00000e+00 2.81099e-05 7.72014e-01
4.62963e-06 6.65898e-07 5.74437e-06 1.11819e-06 1.06956e-06 1.66342e-06 1.06956e-06 3.16950e-05 5.37374e+00
1.85185e-04 3.07554e-05 5.74724e-06 1.19145e-04 4.27822e-05 2.59461e-06 2.07554e-05 2.53041e-05 1.72122e+00
1.62037e-05 2.33007e-06 5.73311e-06 1.75458e-05 3.74342e-06 2.83491e-06 3.74342e-06 1.87918e-05 -2.66209e+00
0.00000e+00 0.00000e+00 5.70808e-06 -1.04815e-06 0.00000e+00 2.26594e-06 0.00000e+00 3.54812e-05 5.41850e+00
3.93519e-05 5.66013e-06 5.67928e-06 2.16386e-05 9.09105e-06 2.84889e-06 9.05175e-06 2.68501e-05 2.28731e+00
0.00000e+00 0.00000e+00 5.65025e-06 -2.62062e-06 0.00000e+00 2.50946e-06 3.81005e-25 4.51290e-05 6.57717e+00
0.00000e+00 0.00000e+00 5.61490e-06 -3.41952e-06 0.00000e+00 3.36649e-06 -0.00000e+00 3.03781e-05 -2.26690e-01
0.00000e+00 0.00000e+00 5.57192e-06 -3.16394e-06 0.00000e+00 3.03774e-06 0.00000e+00 2.80338e-05 6.45068e-01
0.00000e+00 0.00000e+00 5.51947e-06 -2.20898e-06 0.00000e+00 2.04816e-06 0.00000e+00 4.04269e-05 5.97772e+00
0.00000e+00 0.00000e+00 5.45305e-06 -3.61164e-06 0.00000e+00 3.59774e-06 0.00000e+00 2.60419e-05 -2.52983e+00
0.00000e+00 0.00000e+00 5.37450e-06 -3.13646e-06 0.00000e+00 3.13308e-06 0.00000e+00 2.06623e-05 -3.28962e+00
0.00000e+00 0.00000e+00 5.28638e-06 -2.96864e-06 0.00000e+00 2.68660e-06 1.21922e-23 3.02288e-05 4.51882e+00
0.00000e+00 0.00000e+00 5.18834e-06 -3.38898e-06 0.00000e+00 3.37644e-06 0.00000e+00 2.42514e-05 -1.88620e+00
1.87500e-04 3.23327e-05 5.08251e-06 1.41328e-04 4.33140e-05 1.23891e-06 6.43306e-06 2.93033e-05 3.29943e+00
9.72222e-05 1.48478e-05 4.97041e-06 6.34211e-05 2.24590e-05 2.22627e-06 2.06184e-05 1.74619e-05 -3.14670e+00
2.31481e-05 3.27699e-06 4.85677e-06 1.22472e-05 5.34734e-06 2.24386e-06 7.27991e-06 1.94282e-05 -2.24695e+00
0.00000e+00 0.00000e+00 4.74825e-06 -2.99469e-06 0.00000e+00 2.94782e-06 0.00000e+00 2.46079e-05 6.13994e-03
0.00000e+00 0.00000e+00 4.64997e-06 -2.16680e-06 0.00000e+00 1.86560e-06 2.98882e-26 3.78249e-05 7.68512e+00
2.31481e-06 3.25477e-07 4.56124e-06 -2.03022e-06 5.34438e-07 3.47959e-06 5.34438e-07 2.32871e-05 -3.34812e+00
0.00000e+00 0.00000e+00 4.48077e-06 -3.13934e-06 0.00000e+00 3.07298e-06 -1.34447e-26 2.69000e-05 9.03181e-01
0.00000e+00 0.00000e+00 4.40506e-06 -3.34928e-06 0.00000e+00 3.24643e-06 6.35520e-23 3.10496e-05 1.39064e+00
1.22685e-04 2.06452e-05 4.33045e-06 8.52023e-05 2.83094e-05 2.96689e-06 9.12556e-06 2.31651e-05 5.07471e-01
0.00000e+00 0.00000e+00 4.25577e-06 1.06756e-06 0.00000e+00 3.00356e-06 3.81005e-25 2.60032e-05 8.21099e-01
4.62963e-06 6.45156e-07 4.18077e-06 -1.21620e-07 1.06788e-06 3.48118e-06 1.06788e-06 2.36844e-05 -2.55185e+00
0.00000e+00 0.00000e+00 4.10676e-06 -3.18405e-06 0.00000e+00 3.19743e-06 2.68893e-26 2.57911e-05 -1.10381e+00
0.00000e+00 0.00000e+00 4.03431e-06 -2.93570e-06 0.00000e+00 2.86816e-06 0.00000e+00 2.60007e-05 4.26279e-01
0.00000e+00 0.00000e+00 3.96306e-06 -3.00047e-06 0.00000e+00 2.89120e-06 0.00000e+00 2.72461e-05 1.44381e+00
0.00000e+00 0.00000e+00 3.89219e-06 -3.38898e-06 0.00000e+00 3.31357e-06 -1.34447e-26 2.87523e-05 8.21619e-02
0.00000e+00 0.00000e+00 3.82096e-06 -2.85700e-06 0.00000e+00 2.67200e-06 2.68893e-26 2.53772e-05 1.68019e+00
2.31481e-06 3.19363e-07 3.74924e-06 -1.29585e-06 5.33332e-07 2.49676e-06 5.33332e-07 2.07397e-05 -1.11782e-01
0.00000e+00 0.00000e+00 3.67727e-06 -3.24489e-06 0.00000e+00 3.15650e-06 0.00000e+00 2.48283e-05 -1.49734e+00
0.00000e+00 0.00000e+00 3.60477e-06 -2.60745e-06 0.00000e+00 2.56823e-06 0.00000e+00 2.56957e-05 1.12563e+00
2.31481e-06 3.17330e-07 3.53169e-06 -1.60607e-06 5.33021e-07 3.00172e-06 5.33021e-07 2.48915e-05 4.76189e-03
6.20370e-04 1.03911e-04 3.45837e-06 3.65927e-04 1.42821e-04 2.08051e-06 3.21363e-05 1.21981e-05 -1.44236e+00
3.70370e-05 5.05901e-06 3.38616e-06 1.11092e-04 8.52493e-06 2.45075e-06 1.20710e-05 1.88668e-05 -1.98794e+00
7.17593e-05 1.06264e-05 3.31934e-06 6.59051e-05 1.65137e-05 2.64292e-06 1.17161e-05 2.24880e-05 1.58612e+00
2.31481e-06 3.15254e-07 3.26780e-06 8.53908e-07 5.32595e-07 3.50579e-06 5.32595e-07 2.80310e-05 -1.61081e+00
0.00000e+00 0.00000e+00 3.23731e-06 -2.91702e-06 0.00000e+00 3.15259e-06 -3.13465e-38 2.95053e-05 1.48794e+00
0.00000e+00 0.00000e+00 3.22577e-06 -3.10967e-06 0.00000e+00 3.07935e-06 0.00000e+00 2.53921e-05 3.11913e-02
1.27315e-04 2.09077e-05 3.22698e-06 9.24527e-05 2.92750e-05 2.62444e-06 8.89382e-06 2.44996e-05 2.20675e+00
0.00000e+00 0.00000e+00 3.23504e-06 -1.53344e-06 0.00000e+00 3.42902e-06 0.00000e+00 2.22757e-05 -4.30919e+00
2.31481e-06 3.14910e-07 3.24729e-06 -9.73987e-07 5.32056e-07 2.54015e-06 5.32056e-07 2.71374e-05 1.99659e+00
0.00000e+00 0.00000e+00 3.26221e-06 -2.81083e-06 0.00000e+00 2.66358e-06 0.00000e+00 3.00032e-05 3.06485e+00
0.00000e+00 0.00000e+00 3.27725e-06 -2.64409e-06 0.00000e+00 2.61617e-06 7.09497e-26 3.03863e-05 8.36876e-01
0.00000e+00 0.00000e+00 3.28973e-06 -2.77731e-06 0.00000e+00 2.75034e-06 1.23117e-23 2.60886e-05 4.34047e-01
0.00000e+00 0.00000e+00 3.29775e-06 -2.40521e-06 0.00000e+00 2.30897e-06 0.00000e+00 3.04744e-05 2.84736e+00
0.00000e+00 0.00000e+00 3.29968e-06 -3.48838e-06 0.00000e+00 3.44076e-06 6.35251e-23 2.92820e-05 -5.61284e-01
0.00000e+00 0.00000e+00 3.29465e-06 -3.02246e-06 0.00000e+00 2.99378e-06 1.34447e-26 2.57710e-05 2.08851e-01
0.00000e+00 0.00000e+00 3.28270e-06 -2.83968e-06 0.00000e+00 2.77192e-06 -1.90503e-25 2.20123e-05 -2.44936e-01
2.31481e-06 3.15212e-07 3.26427e-06 -1.37569e-06 5.31195e-07 2.83844e-06 5.31195e-07 2.40386e-05 3.62148e-01
7.87037e-05 1.12724e-05 3.23976e-06 4.99707e-05 1.80570e-05 2.30160e-06 1.48782e-05 1.41607e-05 2.65692e-01
7.73148e-04 1.32920e-04 3.21048e-06 4.99155e-04 1.77348e-04 2.45519e-06 2.02091e-05 2.12051e-05 -6.54525e-01
1.64352e-04 2.76470e-05 3.18125e-06 2.18751e-04 3.76921e-05 2.41777e-06 7.55151e-06 2.28934e-05 1.59661e+00
6.48148e-05 1.02376e-05 3.17942e-06 6.80166e-05 1.48615e-05 2.05326e-06 6.72986e-06 2.17610e-05 1.82587e+00
0.00000e+00 0.00000e+00 3.23918e-06 2.87273e-07 0.00000e+00 3.08484e-06 0.00000e+00 2.69939e-05 5.05836e-01
0.00000e+00 0.00000e+00 3.35752e-06 -3.02678e-06 0.00000e+00 3.34306e-06 0.00000e+00 2.73368e-05 -1.09790e+00
0.00000e+00 0.00000e+00 3.51579e-06 -2.71581e-06 0.00000e+00 2.69545e-06 0.00000e+00 2.39520e-05 -4.31178e-02
0.00000e+00 0.00000e+00 3.69797e-06 -2.97260e-06 0.00000e+00 2.93036e-06 4.30229e-25 2.93544e-05 1.96776e+00
6.48148e-05 1.04124e-05 3.88946e-06 4.50415e-05 1.48463e-05 2.37852e-06 6.79973e-06 2.78172e-05 2.55283e+00
6.94444e-05 1.11691e-05 4.07846e-06 4.84831e-05 1.59035e-05 1.96443e-06 7.59424e-06 2.14696e-05 9.18775e-01
1.15741e-05 1.62069e-06 4.25936e-06 4.55258e-06 2.65003e-06 2.44343e-06 2.65003e-06 2.56146e-05 2.34066e+00
0.00000e+00 0.00000e+00 4.42994e-06 -3.53318e-06 0.00000e+00 3.50773e-06 0.00000e+00 2.34183e-05 -3.84253e+00
3.00926e-05 4.24462e-06 4.58780e-06 1.69321e-05 6.88730e-06 1.96727e-06 6.88730e-06 2.23529e-05 2.48946e+00
0.00000e+00 0.00000e+00 4.72871e-06 -2.73359e-06 0.00000e+00 2.66464e-06 2.59194e-16 2.08094e-05 7.90419e-02
0.00000e+00 0.00000e+00 4.84931e-06 -3.33218e-06 0.00000e+00 3.32957e-06 0.00000e+00 2.44889e-05 -1.66069e+00
0.00000e+00 0.00000e+00 4.94705e-06 -2.08719e-06 0.00000e+00 1.98722e-06 0.00000e+00 2.54481e-05 2.85569e+00
0.00000e+00 0.00000e+00 5.02017e-06 -3.34192e-06 0.00000e+00 3.33978e-06 2.39106e-25 2.13026e-05 -2.79079e+00
0.00000e+00 0.00000e+00 5.06899e-06 -2.74563e-06 0.00000e+00 2.72174e-06 0.00000e+00 2.20045e-05 1.06771e+00
6.94444e-06 9.90023e-07 5.09407e-06 1.44717e-06 1.58745e-06 2.88785e-06 1.58745e-06 2.92961e-05 1.03257e+00
0.00000e+00 0.00000e+00 5.09542e-06 -3.65419e-06 0.00000e+00 3.64367e-06 -0.00000e+00 2.86781e-05 -2.76723e+00
3.47222e-05 4.95023e-06 5.07507e-06 1.88153e-05 7.93398e-06 3.01923e-06 7.92262e-06 2.24456e-05 -8.94738e-01
6.94444e-05 1.12406e-05 5.03702e-06 4.70153e-05 1.58647e-05 2.63399e-06 8.53772e-06 1.95337e-05 -1.53710e+00
3.93518e-05 5.60116e-06 4.98524e-06 2.20252e-05 8.98814e-06 2.70316e-06 8.97524e-06 1.91852e-05 1.49608e-01
0.00000e+00 0.00000e+00 4.92371e-06 -3.34088e-06 0.00000e+00 3.30973e-06 2.68893e-26 2.57847e-05 -9.21752e-01
3.70370e-05 5.25638e-06 4.85599e-06 2.03062e-05 8.45592e-06 2.97445e-06 8.45592e-06 2.05767e-05 -4.79921e-01
6.01852e-05 8.82809e-06 4.78632e-06 3.64442e-05 1.37380e-05 2.65737e-06 1.21113e-05 1.87136e-05 -1.05150e-02
9.95370e-05 1.66762e-05 4.71670e-06 7.10431e-05 2.27158e-05 3.17546e-06 8.59660e-06 2.30380e-05 -4.04482e-01
1.41204e-04 2.46103e-05 4.64797e-06 1.06848e-04 3.22125e-05 2.82415e-06 6.84301e-06 2.32726e-05 7.73839e-01
6.94444e-05 1.07957e-05 4.58407e-06 4.54154e-05 1.58362e-05 2.75585e-06 1.03947e-05 2.32617e-05 6.36486e-01
3.88889e-04 6.58847e-05 4.53346e-06 2.82557e-04 8.86484e-05 2.05649e-06 2.82061e-05 1.44961e-05 4.57100e-01
3.24074e-05 4.71071e-06 4.50875e-06 2.63981e-05 7.38451e-06 3.43272e-06 6.60316e-06 2.62331e-05 -2.62898e+00
1.87500e-04 3.15819e-05 4.53976e-06 1.12470e-04 4.27081e-05 2.08522e-06 1.46450e-05 2.51054e-05 4.17048e+00
0.00000e+00 0.00000e+00 4.64058e-06 2.10798e-05 0.00000e+00 2.44177e-06 0.00000e+00 2.56158e-05 1.28134e+00
6.94444e-06 9.86198e-07 4.80768e-06 3.71194e-06 1.58054e-06 4.22627e-06 1.58054e-06 2.82765e-05 -1.85265e+00
0.00000e+00 0.00000e+00 5.02923e-06 -3.27678e-06 0.00000e+00 3.58544e-06 1.58813e-23 3.15693e-05 1.25548e+00
0.00000e+00 0.00000e+00 5.27923e-06 -3.08873e-06 0.00000e+00 3.06448e-06 0.00000e+00 2.52586e-05 -6.20320e-01
2.31481e-06 3.33460e-07 5.53125e-06 -1.83844e-06 5.26221e-07 3.24595e-06 5.26221e-07 2.48908e-05 1.03115e+00
1.62037e-05 2.34200e-06 5.76290e-06 7.10127e-06 3.68207e-06 3.04965e-06 3.68045e-06 2.09241e-05 -1.58886e+00
2.31481e-06 3.35369e-07 5.95963e-06 -1.18508e-06 5.25799e-07 2.53628e-06 5.25799e-07 2.09840e-05 -1.86007e+00
4.62963e-06 6.73810e-07 6.11443e-06 -5.70051e-07 1.05117e-06 3.45068e-06 1.05117e-06 2.29010e-05 -2.94914e+00
2.06019e-04 3.58022e-05 6.22540e-06 1.19730e-04 4.67582e-05 2.43170e-06 1.61798e-05 2.00034e-05 2.48545e+00
1.59722e-04 2.77912e-05 6.29592e-06 1.37060e-04 3.62358e-05 2.09332e-06 1.24829e-05 1.84285e-05 2.22310e+00
1.22685e-04 2.15003e-05 6.34480e-06 9.95715e-05 2.78219e-05 2.92739e-06 8.86352e-06 1.75307e-05 -2.92237e+00
3.33333e-04 6.14240e-05 6.42363e-06 1.77441e-04 7.55605e-05 2.83398e-06 8.53638e-06 1.98746e-05 1.04326e+00
1.80556e-04 3.14011e-05 6.59019e-06 1.96023e-04 4.09116e-05 2.54073e-06 1.49171e-05 1.65429e-05 -3.24077e-01
4.62963e-06 6.82461e-07 6.94298e-06 1.66464e-05 1.04858e-06 3.63170e-06 1.04858e-06 2.41091e-05 -3.21612e+00
2.68519e-04 4.93730e-05 7.59911e-06 1.94356e-04 6.07921e-05 2.36840e-06 1.17227e-05 1.72965e-05 7.38401e-01
1.55093e-04 2.85083e-05 8.57810e-06 1.27043e-04 3.50979e-05 2.55748e-06 8.33743e-06 1.84803e-05 -1.10042e+00
3.47222e-05 5.46501e-06 1.00684e-05 2.15183e-05 7.85441e-06 2.44124e-06 7.01121e-06 1.97914e-05 1.60316e-01
2.31481e-06 3.61611e-07 1.22337e-05 -3.75206e-07 5.23404e-07 1.96758e-06 5.23404e-07 1.98043e-05 1.04762e+00
7.17593e-05 1.22947e-05 1.48219e-05 4.49379e-05 1.62186e-05 2.59610e-06 1.18976e-05 1.47608e-05 -8.88362e-01
1.62037e-05 2.61816e-06 1.73346e-05 7.25746e-06 3.66069e-06 2.61154e-06 3.66069e-06 2.10637e-05 5.12521e-01
5.81127e-05 9.52523e-06 1.94330e-05 3.28063e-05 1.31229e-05 2.57130e-06 1.19393e-05 1.65055e-05 -9.32553e-01
8.70593e-05 1.43805e-05 2.09899e-05 5.10095e-05 1.96511e-05 2.08861e-06 1.90892e-05 1.22012e-05 -8.38374e-01
4.98626e-05 8.32113e-06 2.20601e-05 2.85048e-05 1.12501e-05 2.05941e-06 1.26080e-05 1.67372e-05 -1.84024e-01
0.00000e+00 0.00000e+00 2.28331e-05 -2.96689e-06 0.00000e+00 2.93063e-06 4.84934e-25 1.88093e-05 -6.72273e-01
0.00000e+00 0.00000e+00 2.34034e-05 -3.22375e-06 0.00000e+00 3.21402e-06 0.00000e+00 2.01240e-05 -1.02114e+00
1.04167e-04 1.85863e-05 2.36893e-05 6.48226e-05 2.34711e-05 2.79785e-06 1.27210e-05 1.64006e-05 -7.67345e-01
2.77778e-05 5.75807e-06 2.36526e-05 1.84971e-05 6.25841e-06 2.45101e-06 6.26524e-06 1.62956e-05 -2.73876e+00
1.24306e-03 2.62536e-04 2.34347e-05 3.48670e-04 2.80037e-04 2.79025e-06 1.82309e-05 1.26040e-05 -2.90413e+00
9.25926e-06 1.55643e-06 2.34248e-05 4.10086e-04 2.08574e-06 2.29345e-06 6.84980e-06 1.84807e-05 4.92948e-02
0.00000e+00 0.00000e+00 2.71678e-05 1.47334e-04 0.00000e+00 2.88914e-06 0.00000e+00 1.83317e-05 -2.13345e+00
0.00000e+00 0.00000e+00 3.95624e-05 3.68681e-05 0.00000e+00 3.08740e-06 0.00000e+00 2.25665e-05 6.35632e-01
