atmospheric_rain(mm/s) surface_runoff(mm/s) subsurface_runoff(mm/s) infiltration(mm/s) interception(mm/s) ground_evaporation(mm/s) vegetation_evaporation(mm/s) vegetation_transpiration(mm/s) heat_flux_into_soil(W/m^2)
7.85599e-05 1.04495e-05 2.42656e-06 4.84661e-05 1.76643e-05 1.90862e-06 1.76360e-05 1.21195e-05 -8.50962e-01
7.85599e-05 1.04390e-05 2.40155e-06 4.80261e-05 1.76624e-05 2.36537e-06 1.78682e-05 1.59220e-05 -5.80729e-01
7.85599e-05 1.04285e-05 2.37673e-06 4.86415e-05 1.76604e-05 1.81121e-06 1.75122e-05 1.23162e-05 -2.34972e+00
7.85599e-05 1.04181e-05 2.35254e-06 4.82803e-05 1.76585e-05 2.11088e-06 1.77360e-05 1.27404e-05 -1.65246e+00
7.85599e-05 1.04082e-05 2.32936e-06 4.87809e-05 1.76565e-05 1.63073e-06 1.75931e-05 1.11708e-05 -3.21893e-02
7.85599e-05 1.03987e-05 2.30762e-06 4.86434e-05 1.76545e-05 1.77944e-06 1.77724e-05 1.34530e-05 4.63474e-01
7.85599e-05 1.03901e-05 2.28768e-06 4.82343e-05 1.76526e-05 2.23032e-06 1.76963e-05 1.45843e-05 -3.09575e-01
7.85599e-05 1.03823e-05 2.26992e-06 4.85136e-05 1.76506e-05 1.90775e-06 1.76914e-05 1.43665e-05 -6.64288e-01
2.38636e-05 3.15233e-06 2.25473e-06 1.26578e-05 5.36102e-06 2.67306e-06 5.49124e-06 1.86031e-05 -2.03534e+00
0.00000e+00 0.00000e+00 2.24241e-06 -2.40042e-06 0.00000e+00 2.22264e-06 -2.26374e-38 2.02440e-05 6.36784e-01
6.94444e-06 9.16172e-07 2.23323e-06 9.63579e-07 1.56057e-06 3.46398e-06 1.56057e-06 2.07398e-05 -3.11599e+00
2.30429e-04 3.55835e-05 2.22734e-06 1.60639e-04 5.17954e-05 1.80031e-06 2.11344e-05 1.36704e-05 1.55703e+00
2.38636e-05 3.14683e-06 2.22473e-06 2.27430e-05 5.36532e-06 2.17080e-06 5.50217e-06 1.94918e-05 3.21767e-01
5.32407e-05 7.51944e-06 2.22505e-06 3.53860e-05 1.19742e-05 2.45511e-06 3.98318e-06 2.16901e-05 7.03139e-01
3.79630e-04 6.33142e-05 2.22833e-06 2.65894e-04 8.53946e-05 1.50713e-06 1.25352e-05 1.30873e-05 1.19336e-01
1.15741e-04 1.71672e-05 2.23520e-06 1.15307e-04 2.60412e-05 2.88349e-06 1.48677e-05 1.44712e-05 -4.08610e+00
1.04167e-04 1.56112e-05 2.24739e-06 7.97297e-05 2.34428e-05 2.07930e-06 1.25004e-05 1.16634e-05 1.85745e-01
2.31481e-06 3.05827e-07 2.26883e-06 -6.47686e-07 5.21076e-07 2.78066e-06 5.21076e-07 1.78719e-05 -5.17623e-01
9.49074e-05 1.41269e-05 2.30402e-06 6.62749e-05 2.13692e-05 2.26033e-06 1.21294e-05 1.66672e-05 9.22465e-01
1.57407e-04 2.41558e-05 2.35621e-06 1.14510e-04 3.54502e-05 2.14545e-06 1.62335e-05 1.22647e-05 2.53491e-02
6.25666e-05 8.31996e-06 2.42661e-06 3.74801e-05 1.40943e-05 2.60647e-06 1.38146e-05 1.48205e-05 -7.74014e-02
7.85599e-05 1.04803e-05 2.51545e-06 4.85758e-05 1.77012e-05 1.71352e-06 1.76683e-05 1.13530e-05 -9.84248e-02
7.87027e-05 1.05394e-05 2.61460e-06 4.81847e-05 1.77375e-05 2.20226e-06 1.80498e-05 1.52804e-05 -8.80115e-01
1.02543e-04 1.45214e-05 2.70392e-06 6.74293e-05 2.31157e-05 1.70099e-06 1.88164e-05 1.24269e-05 2.31071e+00
1.02543e-04 1.45128e-05 2.80728e-06 6.68046e-05 2.31207e-05 1.77093e-06 1.91775e-05 1.29930e-05 2.51769e+00
7.76703e-05 1.13003e-05 2.92932e-06 5.15145e-05 1.75162e-05 1.46211e-06 1.30110e-05 1.23293e-05 1.28976e+00
2.31481e-06 3.14438e-07 3.07424e-06 -1.46342e-06 5.22148e-07 2.88088e-06 5.22148e-07 2.06766e-05 7.63303e-01
2.50000e-04 4.04377e-05 3.24460e-06 1.86028e-04 5.64040e-05 2.49309e-06 2.09558e-05 1.43528e-05 -1.56591e+00
6.94444e-06 9.54289e-07 3.44275e-06 2.13045e-06 1.56711e-06 2.15564e-06 1.56711e-06 2.06980e-05 4.12166e+00
1.62037e-05 2.24544e-06 3.68222e-06 7.53873e-06 3.65735e-06 2.64028e-06 3.65735e-06 1.90602e-05 1.73724e+00
1.94444e-04 3.14497e-05 3.96700e-06 1.23647e-04 4.38974e-05 2.39298e-06 2.01702e-05 1.10305e-05 -3.62698e-01
2.31481e-05 3.25990e-06 4.28938e-06 2.58126e-05 5.22698e-06 3.05191e-06 5.22554e-06 1.82761e-05 -1.68588e+00
1.15741e-05 1.64348e-06 4.65285e-06 6.79479e-06 2.61409e-06 2.45559e-06 2.53356e-06 1.83658e-05 1.11063e-01
1.48148e-04 2.35785e-05 5.06469e-06 1.01537e-04 3.34666e-05 2.43549e-06 1.67094e-05 1.26270e-05 -2.40416e+00
5.55556e-05 8.23232e-06 5.51583e-06 3.41287e-05 1.25526e-05 1.65468e-06 1.54535e-05 1.61566e-05 2.30763e+00
3.75000e-04 6.89328e-05 6.00702e-06 2.68741e-04 8.47474e-05 2.94400e-06 7.42098e-06 1.85084e-05 -3.73064e-01
1.85185e-05 2.72232e-06 6.61302e-06 3.17623e-05 4.18592e-06 2.73267e-06 4.18592e-06 1.69327e-05 -1.01345e+00
1.55093e-04 2.70667e-05 7.50107e-06 1.14821e-04 3.50643e-05 2.46415e-06 1.41682e-05 1.22520e-05 -1.24943e+00
7.40741e-05 1.17366e-05 8.72305e-06 4.62857e-05 1.67507e-05 2.08080e-06 1.28931e-05 1.39979e-05 -9.54230e-01
3.93518e-05 6.23019e-06 1.03105e-05 2.32768e-05 8.90056e-06 1.90372e-06 8.94524e-06 1.61264e-05 4.83461e-01
2.77778e-05 4.34267e-06 1.22116e-05 1.42085e-05 6.28404e-06 2.70833e-06 6.28404e-06 1.59458e-05 -1.43960e+00
8.79630e-05 1.61587e-05 1.42311e-05 5.99938e-05 1.99035e-05 2.60850e-06 9.12508e-06 1.64946e-05 3.88253e-01
3.24074e-05 5.24994e-06 1.61106e-05 1.75970e-05 7.33437e-06 2.54144e-06 6.98368e-06 1.74069e-05 -1.92009e+00
6.94444e-06 1.12883e-06 1.77677e-05 1.69217e-06 1.57197e-06 2.52621e-06 1.31242e-06 1.96765e-05 -4.30321e-01
8.44907e-04 1.75955e-04 1.91555e-05 4.77782e-04 1.91295e-04 1.49034e-06 1.04205e-05 1.34517e-05 -9.01043e-04
5.55556e-05 9.99843e-06 2.10376e-05 1.70412e-04 1.25808e-05 2.14192e-06 8.43790e-06 1.63309e-05 -1.78486e+00
1.38889e-05 2.35597e-06 2.66276e-05 4.23129e-05 3.14585e-06 2.06593e-06 3.14585e-06 1.78310e-05 3.38686e-01
5.32407e-05 9.28379e-06 3.61968e-05 3.62521e-05 1.20615e-05 2.15571e-06 1.20581e-05 1.38725e-05 -8.01660e-01
2.01389e-04 4.46405e-05 4.56420e-05 1.48325e-04 4.56331e-05 1.86844e-06 7.00535e-06 1.68630e-05 2.30270e+00
9.25926e-06 1.67375e-06 5.30667e-05 2.77561e-06 2.09850e-06 2.76534e-06 2.09850e-06 1.96527e-05 1.86525e-01
1.87500e-04 4.08704e-05 5.91525e-05 1.19378e-04 4.25030e-05 1.85020e-06 1.43388e-05 1.53924e-05 9.68249e-02
6.48148e-05 1.19363e-05 6.27319e-05 4.50733e-05 1.46953e-05 2.48326e-06 1.45989e-05 1.55733e-05 1.55512e-01
2.03704e-04 4.41194e-05 6.49834e-05 1.19024e-04 4.61945e-05 2.20471e-06 1.86794e-05 1.15345e-05 4.92058e-01
2.31481e-06 4.27172e-07 6.61863e-05 1.59762e-05 5.25042e-07 2.89927e-06 5.25042e-07 2.00871e-05 -9.65865e-01
0.00000e+00 0.00000e+00 6.73244e-05 -2.92655e-07 0.00000e+00 3.16059e-06 0.00000e+00 1.90172e-05 -4.36179e+00
9.25926e-05 1.99656e-05 6.70719e-05 6.17616e-05 2.10102e-05 2.04805e-06 9.07283e-06 1.48868e-05 -1.27759e+00
1.64352e-04 3.71884e-05 6.48122e-05 8.74220e-05 3.73007e-05 2.57082e-06 8.10764e-06 1.42006e-05 -4.16296e+00
4.62963e-05 8.76606e-06 6.19003e-05 4.99115e-05 1.05094e-05 2.32583e-06 9.30899e-06 1.62618e-05 1.10206e-01
7.40741e-05 1.49593e-05 5.95978e-05 5.08383e-05 1.68184e-05 1.69786e-06 1.07454e-05 1.43144e-05 1.17624e+00
9.02778e-05 1.81192e-05 5.79271e-05 5.67786e-05 2.05016e-05 2.50086e-06 1.33791e-05 1.72555e-05 -9.33989e-01
1.73611e-04 3.85639e-05 5.64699e-05 1.23878e-04 3.94341e-05 1.51211e-06 9.59285e-06 1.46335e-05 8.63155e-01
1.62037e-05 2.93886e-06 5.57196e-05 7.60752e-06 3.68126e-06 1.93215e-06 3.68126e-06 1.74324e-05 1.70925e-01
3.86574e-04 8.91200e-05 5.56336e-05 2.18954e-04 8.78420e-05 2.63494e-06 6.83092e-06 1.88366e-05 -2.12979e+00
9.25926e-05 1.98086e-05 5.57645e-05 1.17054e-04 2.10442e-05 1.75128e-06 8.16816e-06 1.72368e-05 1.25430e+00
2.75463e-04 6.11744e-05 5.83947e-05 1.49041e-04 6.26191e-05 2.16263e-06 1.61560e-05 1.56417e-05 2.36655e-01
3.93518e-05 7.23759e-06 6.29056e-05 6.97219e-05 8.94737e-06 2.46247e-06 8.93128e-06 1.46205e-05 -1.84547e+00
1.52778e-04 3.05668e-05 6.83595e-05 1.05514e-04 3.47437e-05 1.49200e-06 2.53050e-05 9.35349e-06 -1.15141e-01
2.31481e-06 4.30499e-07 7.27935e-05 1.33471e-06 5.26525e-07 1.64569e-06 5.26525e-07 1.90577e-05 1.20688e+00
9.49074e-05 1.99678e-05 7.53474e-05 6.05668e-05 2.15918e-05 2.14283e-06 7.55177e-06 1.65018e-05 -1.29225e+00
3.40278e-04 8.11877e-05 7.51372e-05 2.53033e-04 7.74220e-05 1.16089e-06 9.44269e-06 1.57122e-05 6.56528e-01
1.20370e-04 2.63647e-05 7.73214e-05 8.03314e-05 2.73873e-05 1.89959e-06 1.15984e-05 1.35048e-05 8.92619e-01
1.15741e-05 2.18356e-06 8.19175e-05 4.13461e-06 2.63338e-06 2.55066e-06 2.63338e-06 1.65167e-05 -2.63167e+00
4.93056e-04 1.15368e-04 8.38642e-05 2.83604e-04 1.12182e-04 1.08775e-06 2.12072e-05 8.71919e-06 -8.74569e-01
2.31481e-06 4.37787e-07 8.48478e-05 5.55255e-05 5.26673e-07 2.37930e-06 5.26673e-07 1.81226e-05 -3.01688e-02
4.62963e-05 9.31088e-06 8.99799e-05 3.90146e-05 1.05334e-05 1.58265e-06 8.50212e-06 1.77932e-05 1.96175e+00
4.16667e-05 7.94478e-06 9.23446e-05 2.40407e-05 9.48003e-06 2.10751e-06 9.48003e-06 1.31093e-05 -1.00589e+00
6.94444e-05 1.32048e-05 8.99685e-05 3.83685e-05 1.58000e-05 2.17015e-06 1.57924e-05 1.11990e-05 -1.43817e+00
2.31481e-06 4.38517e-07 8.48767e-05 -1.31400e-06 5.26664e-07 2.60741e-06 5.26664e-07 2.08773e-05 -1.05950e+00
0.00000e+00 0.00000e+00 7.87840e-05 -2.45645e-06 0.00000e+00 2.44394e-06 -1.34447e-26 1.72595e-05 -1.82000e+00
0.00000e+00 0.00000e+00 7.21578e-05 -1.53023e-06 0.00000e+00 1.45802e-06 2.68893e-26 2.22529e-05 3.84531e+00
3.21759e-04 7.44647e-05 6.53621e-05 2.33027e-04 7.32052e-05 2.21831e-06 9.82401e-06 1.35413e-05 -1.89223e+00
2.63889e-04 5.59053e-05 5.97827e-05 1.72768e-04 6.00385e-05 1.32113e-06 2.15283e-05 7.66675e-06 -2.63995e+00
4.39815e-05 8.73370e-06 5.72746e-05 3.49022e-05 1.00064e-05 8.21160e-07 8.50981e-06 1.49870e-05 1.07284e-02
4.76852e-04 1.08197e-04 5.77946e-05 3.07330e-04 1.08489e-04 1.61699e-06 2.10745e-05 9.40929e-06 -3.31148e+00
4.16667e-05 7.65221e-06 6.23047e-05 5.79690e-05 9.47961e-06 1.91025e-06 9.47346e-06 1.66659e-05 3.56883e+00
1.38889e-05 2.57612e-06 7.13452e-05 1.32159e-05 3.15985e-06 1.55655e-06 3.15985e-06 2.18574e-05 3.71793e+00
1.38889e-05 2.60346e-06 7.74496e-05 6.37143e-06 3.15983e-06 2.24669e-06 3.15983e-06 2.02821e-05 2.26876e+00
8.33333e-05 1.70947e-05 7.75895e-05 5.11690e-05 1.89589e-05 2.18488e-06 1.28718e-05 1.90425e-05 6.74224e-01
1.62037e-05 3.02077e-06 7.39681e-05 7.13407e-06 3.68643e-06 2.26429e-06 3.68643e-06 2.12035e-05 1.64203e+00
2.15278e-04 4.54053e-05 6.91332e-05 1.32525e-04 4.89766e-05 2.55844e-06 2.56689e-05 1.25094e-05 -1.50022e+00
6.94444e-06 1.27531e-06 6.42000e-05 8.89896e-06 1.57988e-06 2.87338e-06 1.57988e-06 2.18527e-05 1.16029e+00
3.95833e-04 9.13786e-05 6.04055e-05 2.60626e-04 9.00525e-05 1.97213e-06 9.94567e-06 1.97802e-05 1.38952e+00
6.71296e-05 1.39753e-05 5.89666e-05 6.97398e-05 1.52720e-05 2.32047e-06 7.90148e-06 1.82307e-05 8.99202e-01
1.22685e-04 2.67533e-05 6.08369e-05 8.34147e-05 2.79107e-05 2.94710e-06 9.75613e-06 1.92939e-05 -6.94043e-01
2.31481e-06 4.25155e-07 6.30861e-05 3.34350e-06 5.26613e-07 2.94084e-06 5.26613e-07 2.21489e-05 -3.60456e-01
6.94444e-06 1.27655e-06 6.40251e-05 1.20068e-06 1.57983e-06 3.50234e-06 1.57983e-06 2.78643e-05 -2.05552e-01
1.15741e-04 2.53066e-05 6.27081e-05 7.74349e-05 2.63303e-05 3.01668e-06 9.15860e-06 2.05230e-05 -7.89418e-01
0.00000e+00 0.00000e+00 5.95991e-05 -2.28878e-06 0.00000e+00 2.99180e-06 -3.81005e-25 2.32516e-05 -1.04226e+00
6.48148e-05 1.21400e-05 5.60844e-05 3.71954e-05 1.47447e-05 2.23585e-06 1.30835e-05 1.90670e-05 2.66640e+00
1.06481e-04 2.24345e-05 5.25128e-05 7.16075e-05 2.42231e-05 1.98995e-06 9.47781e-06 1.95193e-05 2.14889e-01
4.83796e-04 1.04840e-04 4.91604e-05 2.67328e-04 1.10032e-04 2.08477e-06 2.91036e-05 1.52190e-05 -1.33980e+00
2.31481e-06 4.12647e-07 4.71434e-05 6.11272e-05 5.26344e-07 2.24531e-06 3.92759e-06 2.17663e-05 1.24097e+00
0.00000e+00 0.00000e+00 4.80261e-05 1.04656e-05 0.00000e+00 2.96620e-06 1.27050e-22 2.22185e-05 -7.68934e-01
6.94444e-06 1.24757e-06 5.00455e-05 3.85904e-06 1.57822e-06 2.23851e-06 1.53168e-06 2.24608e-05 9.65678e-01
6.94444e-06 1.24800e-06 5.07629e-05 2.26356e-06 1.57790e-06 2.05197e-06 1.62443e-06 1.91959e-05 5.58604e-01
0.00000e+00 0.00000e+00 4.97006e-05 -2.93701e-06 0.00000e+00 2.90781e-06 5.97765e-26 2.05565e-05 -1.11459e+00
0.00000e+00 0.00000e+00 4.74073e-05 -1.82642e-06 0.00000e+00 1.64240e-06 4.78212e-25 2.22891e-05 2.24801e+00
0.00000e+00 0.00000e+00 4.44533e-05 -1.94657e-06 0.00000e+00 1.85287e-06 -0.00000e+00 2.15487e-05 -9.66496e-02
0.00000e+00 0.00000e+00 4.12538e-05 -2.33624e-06 0.00000e+00 2.15404e-06 1.90503e-25 2.19211e-05 1.82243e+00
1.15741e-05 2.01881e-06 3.80623e-05 3.88994e-06 2.62665e-06 3.00751e-06 2.62665e-06 1.97949e-05 -2.09032e+00
2.31481e-05 4.00211e-06 3.50257e-05 1.17270e-05 5.25202e-06 2.15270e-06 5.24978e-06 1.90744e-05 -1.26804e+00
4.62963e-06 7.94841e-07 3.22204e-05 7.46752e-07 1.05015e-06 1.94481e-06 1.05015e-06 2.04058e-05 1.68035e+00
4.86111e-05 8.29744e-06 2.96814e-05 2.67330e-05 1.10238e-05 2.55623e-06 1.09223e-05 1.70030e-05 -2.17888e+00
6.94444e-06 1.17506e-06 2.74205e-05 1.65863e-06 1.57445e-06 2.51201e-06 1.57445e-06 1.83403e-05 -1.52352e+00
4.86111e-05 8.49752e-06 2.54243e-05 2.80669e-05 1.10184e-05 2.57585e-06 9.39427e-06 1.74302e-05 -7.47036e-01
2.31481e-06 3.85412e-07 2.36714e-05 -1.45665e-06 5.24553e-07 2.83799e-06 5.24553e-07 2.40888e-05 2.82851e+00
1.38889e-05 2.29835e-06 2.21171e-05 6.02626e-06 3.14651e-06 2.35658e-06 3.14651e-06 2.28282e-05 2.47645e+00
1.22685e-04 2.19746e-05 2.07339e-05 7.84832e-05 2.77870e-05 2.84406e-06 1.92655e-05 1.96356e-05 3.85251e-01
8.33333e-05 1.54875e-05 1.94959e-05 5.50657e-05 1.88693e-05 2.70583e-06 1.00101e-05 2.23263e-05 1.74255e+00
0.00000e+00 0.00000e+00 1.84121e-05 -3.13884e-06 0.00000e+00 3.11024e-06 3.97032e-24 2.87862e-05 4.15040e-01
0.00000e+00 0.00000e+00 1.75060e-05 -3.41942e-06 0.00000e+00 3.40677e-06 1.90503e-25 2.64934e-05 -1.15283e+00
1.01852e-04 1.81738e-05 1.67447e-05 6.77336e-05 2.30445e-05 1.27255e-06 1.45114e-05 1.81414e-05 4.93890e+00
2.54630e-05 4.08164e-06 1.60700e-05 1.24124e-05 5.75961e-06 3.17033e-06 5.75961e-06 2.16858e-05 2.14100e+00
3.00926e-05 4.80830e-06 1.54597e-05 1.61318e-05 6.80503e-06 2.26533e-06 6.80502e-06 1.75727e-05 2.11909e+00
1.20370e-04 2.15860e-05 1.49190e-05 8.09974e-05 2.72129e-05 2.18236e-06 1.54822e-05 1.82572e-05 2.90310e+00
2.31481e-06 3.67488e-07 1.44420e-05 -1.50174e-06 5.23187e-07 2.89271e-06 5.23187e-07 2.13488e-05 1.31920e+00
1.85185e-04 3.57769e-05 1.40394e-05 1.02531e-04 4.18439e-05 3.12373e-06 1.01902e-05 2.36370e-05 1.79695e-01
0.00000e+00 0.00000e+00 1.37023e-05 2.44055e-05 0.00000e+00 3.71903e-06 0.00000e+00 2.98798e-05 -1.65020e+00
1.64352e-04 3.15431e-05 1.34319e-05 9.35263e-05 3.71167e-05 2.96283e-06 9.35836e-06 2.63409e-05 1.11143e+00
2.31481e-06 3.64331e-07 1.32410e-05 2.56823e-05 5.22630e-07 2.77492e-06 5.22630e-07 2.74662e-05 2.19086e+00
3.12500e-04 5.85999e-05 1.31302e-05 2.12794e-04 7.05463e-05 2.92309e-06 1.97269e-05 1.98665e-05 -1.27780e+00
9.25926e-06 1.45621e-06 1.31222e-05 1.90204e-05 2.09030e-06 3.10173e-06 6.36927e-06 2.78852e-05 -8.94798e-01
0.00000e+00 0.00000e+00 1.33267e-05 -1.02569e-06 0.00000e+00 3.42735e-06 7.82108e-24 3.03438e-05 9.76348e-01
0.00000e+00 0.00000e+00 1.37713e-05 -2.75905e-06 0.00000e+00 2.95897e-06 1.19553e-25 2.85741e-05 3.17746e+00
3.24074e-05 5.14630e-06 1.42701e-05 1.69363e-05 7.31649e-06 2.94440e-06 7.30570e-06 2.76479e-05 2.52512e+00
1.15741e-05 1.84122e-06 1.46540e-05 3.71144e-06 2.61309e-06 3.36519e-06 2.61309e-06 2.59583e-05 -5.51160e-01
0.00000e+00 0.00000e+00 1.48528e-05 -3.03888e-06 0.00000e+00 2.97341e-06 0.00000e+00 2.54229e-05 1.41002e+00
4.86111e-05 7.75470e-06 1.48686e-05 2.65704e-05 1.09754e-05 3.28592e-06 1.09103e-05 2.29820e-05 -4.60829e-01
2.31481e-06 3.68449e-07 1.47298e-05 -2.26720e-06 5.22648e-07 3.63487e-06 5.22648e-07 2.85518e-05 -1.71829e+00
1.50463e-04 2.83624e-05 1.44698e-05 1.02568e-04 3.39728e-05 2.87072e-06 1.21796e-05 1.80557e-05 -9.11907e-02
1.66667e-04 3.16880e-05 1.41444e-05 1.07232e-04 3.76321e-05 2.42329e-06 1.18067e-05 1.84650e-05 9.59968e-01
2.31481e-06 3.66351e-07 1.38295e-05 1.31863e-05 5.22678e-07 3.57671e-06 5.22678e-07 2.44593e-05 -1.43889e+00
0.00000e+00 0.00000e+00 1.36241e-05 -5.88310e-07 0.00000e+00 2.79077e-06 0.00000e+00 2.34243e-05 1.81661e-01
0.00000e+00 0.00000e+00 1.35397e-05 -3.41589e-06 0.00000e+00 3.65081e-06 0.00000e+00 2.86558e-05 -2.61414e+00
0.00000e+00 0.00000e+00 1.34890e-05 -1.78335e-06 0.00000e+00 1.56186e-06 8.60458e-25 2.45835e-05 4.17208e+00
0.00000e+00 0.00000e+00 1.33988e-05 -4.13488e-06 0.00000e+00 4.13110e-06 1.56733e-38 2.32803e-05 -6.00741e+00
1.27315e-04 2.07002e-05 1.32359e-05 7.87920e-05 2.87500e-05 2.33089e-06 2.04225e-05 1.26432e-05 -1.91029e+00
0.00000e+00 0.00000e+00 1.30063e-05 -2.48733e-06 0.00000e+00 2.41334e-06 5.03622e-06 2.11711e-05 -1.00906e+00
0.00000e+00 0.00000e+00 1.27339e-05 -3.18315e-06 0.00000e+00 3.13096e-06 3.13465e-38 2.19260e-05 -1.48416e+00
5.55556e-05 9.99011e-06 1.24535e-05 3.72265e-05 1.25462e-05 2.08861e-06 6.12373e-06 2.60770e-05 2.36263e+00
0.00000e+00 0.00000e+00 1.21676e-05 -3.07116e-06 0.00000e+00 3.03329e-06 -1.34447e-26 2.91336e-05 -8.90115e-01
4.62963e-06 7.20893e-07 1.18731e-05 -7.57330e-08 1.04555e-06 2.91879e-06 1.04555e-06 2.69003e-05 -1.73757e+00
0.00000e+00 0.00000e+00 1.15706e-05 -2.81604e-06 0.00000e+00 2.75578e-06 -1.98516e-24 3.49044e-05 7.00433e-01
0.00000e+00 0.00000e+00 1.12485e-05 -2.83338e-06 0.00000e+00 2.79112e-06 2.03233e-23 2.81853e-05 -5.97277e-01
6.94444e-06 1.07260e-06 1.09079e-05 1.54840e-06 1.56841e-06 2.69560e-06 1.56841e-06 2.36205e-05 -1.53646e+00
3.21759e-04 6.10180e-05 1.05546e-05 2.10682e-04 7.26710e-05 2.57471e-06 1.50070e-05 1.91754e-05 -2.25445e-01
2.31481e-04 4.20313e-05 1.02045e-05 1.86002e-04 5.22822e-05 2.56311e-06 1.91924e-05 1.51412e-05 -1.29702e+00
9.25926e-05 1.66179e-05 9.91953e-06 7.69007e-05 2.09133e-05 2.58842e-06 8.42440e-06 2.56937e-05 8.64068e-01
9.25926e-06 1.41416e-06 9.80181e-06 4.75896e-06 2.09136e-06 2.73659e-06 2.09136e-06 2.77848e-05 3.80145e-01
0.00000e+00 0.00000e+00 9.89664e-06 -2.79339e-06 0.00000e+00 2.90820e-06 0.00000e+00 2.84744e-05 1.40548e+00
0.00000e+00 0.00000e+00 1.01323e-05 -3.39445e-06 0.00000e+00 3.36231e-06 0.00000e+00 2.64696e-05 -8.47106e-01
0.00000e+00 0.00000e+00 1.04005e-05 -3.39588e-06 0.00000e+00 3.37675e-06 0.00000e+00 2.42627e-05 -6.62987e-01
0.00000e+00 0.00000e+00 1.06218e-05 -3.12923e-06 0.00000e+00 3.10137e-06 0.00000e+00 2.32463e-05 -2.35748e-01
0.00000e+00 0.00000e+00 1.07551e-05 -2.44972e-06 0.00000e+00 2.39216e-06 3.97032e-24 2.66004e-05 1.12180e+00
0.00000e+00 0.00000e+00 1.07854e-05 -2.82807e-06 0.00000e+00 2.80717e-06 0.00000e+00 2.88245e-05 -3.37113e-01
2.08333e-05 3.20681e-06 1.07171e-05 9.88169e-06 4.72027e-06 2.99306e-06 4.72027e-06 2.33841e-05 -1.56736e+00
2.06019e-04 3.69329e-05 1.05694e-05 1.46530e-04 4.67080e-05 2.31361e-06 1.50180e-05 1.72613e-05 -2.21344e-01
4.62963e-06 7.10086e-07 1.03694e-05 4.33783e-07 1.05021e-06 2.40551e-06 6.22999e-06 2.88516e-05 9.39252e-02
2.31481e-06 3.54507e-07 1.01570e-05 -1.24906e-06 5.25420e-07 2.63205e-06 5.25420e-07 3.38434e-05 -2.40904e-02
0.00000e+00 0.00000e+00 9.96566e-06 -2.57323e-06 0.00000e+00 2.53255e-06 3.97032e-24 3.19569e-05 4.77717e-01
0.00000e+00 0.00000e+00 9.79041e-06 -3.26668e-06 0.00000e+00 3.21027e-06 0.00000e+00 2.68869e-05 -3.11165e-01
0.00000e+00 0.00000e+00 9.61377e-06 -2.30178e-06 0.00000e+00 2.23544e-06 0.00000e+00 2.39011e-05 9.71541e-01
0.00000e+00 0.00000e+00 9.42294e-06 -2.69374e-06 0.00000e+00 2.66165e-06 0.00000e+00 2.43622e-05 9.51681e-01
4.16667e-05 6.36955e-06 9.21206e-06 2.34462e-05 9.48519e-06 2.60500e-06 9.20900e-06 2.67701e-05 9.48510e-01
1.15741e-05 1.74754e-06 8.98086e-06 4.18911e-06 2.63628e-06 2.95799e-06 2.63628e-06 2.10708e-05 -2.17179e+00
0.00000e+00 0.00000e+00 8.73779e-06 -3.01488e-06 0.00000e+00 2.94869e-06 1.27050e-22 2.43324e-05 -9.20165e-01
0.00000e+00 0.00000e+00 8.48819e-06 -2.25724e-06 0.00000e+00 2.17428e-06 1.39284e-38 2.82151e-05 4.71220e+00
0.00000e+00 0.00000e+00 8.23379e-06 -3.06683e-06 0.00000e+00 2.97314e-06 0.00000e+00 2.71322e-05 2.23657e+00
0.00000e+00 0.00000e+00 7.97703e-06 -2.47540e-06 0.00000e+00 2.39791e-06 0.00000e+00 3.30161e-05 4.90949e+00
0.00000e+00 0.00000e+00 7.71753e-06 -3.90173e-06 0.00000e+00 3.86195e-06 -3.13465e-38 2.69483e-05 -3.16965e+00
0.00000e+00 0.00000e+00 7.45861e-06 -2.99477e-06 0.00000e+00 2.90891e-06 -1.19553e-25 3.22357e-05 1.41272e+00
0.00000e+00 0.00000e+00 7.20049e-06 -2.71386e-06 0.00000e+00 2.64567e-06 1.23117e-23 3.50336e-05 2.55610e+00
0.00000e+00 0.00000e+00 6.94325e-06 -3.65720e-06 0.00000e+00 3.56355e-06 0.00000e+00 3.95039e-05 4.34132e+00
2.31481e-06 3.38747e-07 6.68760e-06 -2.36107e-06 5.29883e-07 3.79409e-06 5.29883e-07 2.54483e-05 -3.36793e+00
4.90741e-06 7.15360e-07 6.43890e-06 3.26950e-07 1.12395e-06 2.67516e-06 1.12395e-06 3.06377e-05 2.42941e+00
6.18352e-06 8.97958e-07 6.19771e-06 9.91327e-07 1.41697e-06 2.80252e-06 1.41697e-06 3.08978e-05 3.01637e+00
6.18352e-06 8.94371e-07 5.96395e-06 4.28765e-07 1.41772e-06 3.35177e-06 1.41772e-06 3.73543e-05 3.53687e+00
6.18352e-06 8.90765e-07 5.73703e-06 8.16202e-07 1.41846e-06 2.94900e-06 1.41846e-06 2.85489e-05 7.12170e-02
6.18352e-06 8.87189e-07 5.51920e-06 9.38789e-07 1.41920e-06 2.84504e-06 1.41920e-06 2.33019e-05 1.20397e+00
6.18352e-06 8.83673e-07 5.31207e-06 4.89387e-07 1.41993e-06 3.29088e-06 1.41993e-06 3.07904e-05 1.81013e+00
